Timestamp | Device_ID | Temperature (Celsius) | Status
2026-06-04 08:37:53 | WARD_B_TEMP_03 | 34.9 | CRITICAL
2026-06-04 08:37:53 | WARD_B_TEMP_04 | 37.3 | NORMAL
2026-06-04 08:37:53 | WARD_B_TEMP_05 | 39.0 | CRITICAL
2026-06-04 08:37:54 | WARD_B_TEMP_01 | 38.6 | CRITICAL
2026-06-04 08:37:54 | WARD_B_TEMP_02 | 36.6 | NORMAL
2026-06-04 08:37:54 | WARD_B_TEMP_03 | 36.0 | NORMAL
2026-06-04 08:37:54 | WARD_B_TEMP_04 | 37.5 | WARNING
2026-06-04 08:37:54 | WARD_B_TEMP_05 | 39.5 | CRITICAL
2026-06-04 08:37:55 | WARD_B_TEMP_01 | 37.6 | WARNING
2026-06-04 08:37:55 | WARD_B_TEMP_02 | 35.9 | NORMAL
2026-06-04 08:37:55 | WARD_B_TEMP_03 | 37.2 | NORMAL
2026-06-04 08:37:55 | WARD_B_TEMP_04 | 39.0 | CRITICAL
2026-06-04 08:37:55 | WARD_B_TEMP_05 | 39.9 | CRITICAL
2026-06-04 08:37:56 | WARD_B_TEMP_01 | 34.9 | CRITICAL
2026-06-04 08:37:56 | WARD_B_TEMP_02 | 36.1 | NORMAL
2026-06-04 08:37:56 | WARD_B_TEMP_03 | 40.4 | CRITICAL
2026-06-04 08:37:56 | WARD_B_TEMP_04 | 38.5 | CRITICAL
2026-06-04 08:37:56 | WARD_B_TEMP_05 | 34.6 | CRITICAL
2026-06-04 08:37:57 | WARD_B_TEMP_01 | 37.0 | NORMAL
2026-06-04 08:37:57 | WARD_B_TEMP_02 | 39.1 | CRITICAL
2026-06-04 08:37:57 | WARD_B_TEMP_03 | 38.8 | CRITICAL
2026-06-04 08:37:57 | WARD_B_TEMP_04 | 38.4 | CRITICAL
2026-06-04 08:37:57 | WARD_B_TEMP_05 | 40.2 | CRITICAL
2026-06-04 08:37:58 | WARD_B_TEMP_01 | 37.9 | WARNING
2026-06-04 08:37:58 | WARD_B_TEMP_02 | 38.2 | CRITICAL
2026-06-04 08:37:58 | WARD_B_TEMP_03 | 38.4 | CRITICAL
2026-06-04 08:37:58 | WARD_B_TEMP_04 | 39.5 | CRITICAL
2026-06-04 08:37:58 | WARD_B_TEMP_05 | 35.7 | NORMAL
2026-06-04 08:38:13 | WARD_B_TEMP_01 | 39.1 | CRITICAL
2026-06-04 08:38:13 | WARD_B_TEMP_02 | 34.9 | CRITICAL
2026-06-04 08:38:13 | WARD_B_TEMP_03 | 39.0 | CRITICAL
2026-06-04 08:38:13 | WARD_B_TEMP_04 | 39.3 | CRITICAL
2026-06-04 08:38:13 | WARD_B_TEMP_05 | 39.5 | CRITICAL
2026-06-04 08:38:14 | WARD_B_TEMP_01 | 34.7 | CRITICAL
2026-06-04 08:38:14 | WARD_B_TEMP_02 | 35.7 | NORMAL
2026-06-04 08:38:14 | WARD_B_TEMP_03 | 39.9 | CRITICAL
2026-06-04 08:38:14 | WARD_B_TEMP_04 | 35.7 | NORMAL
2026-06-04 08:38:14 | WARD_B_TEMP_05 | 38.9 | CRITICAL
2026-06-04 08:38:15 | WARD_B_TEMP_01 | 36.2 | NORMAL
2026-06-04 08:38:15 | WARD_B_TEMP_02 | 34.6 | CRITICAL
2026-06-04 08:38:15 | WARD_B_TEMP_03 | 39.8 | CRITICAL
2026-06-04 08:38:15 | WARD_B_TEMP_04 | 39.1 | CRITICAL
2026-06-04 08:38:15 | WARD_B_TEMP_05 | 39.3 | CRITICAL
2026-06-04 08:38:16 | WARD_B_TEMP_01 | 36.2 | NORMAL
2026-06-04 08:38:16 | WARD_B_TEMP_02 | 40.1 | CRITICAL
2026-06-04 08:38:16 | WARD_B_TEMP_03 | 34.7 | CRITICAL
2026-06-04 08:38:16 | WARD_B_TEMP_04 | 38.3 | CRITICAL
2026-06-04 08:38:16 | WARD_B_TEMP_05 | 37.7 | WARNING
2026-06-04 08:38:17 | WARD_B_TEMP_01 | 37.9 | WARNING
2026-06-04 08:38:17 | WARD_B_TEMP_02 | 38.9 | CRITICAL
2026-06-04 08:38:17 | WARD_B_TEMP_03 | 37.4 | NORMAL
2026-06-04 08:38:17 | WARD_B_TEMP_04 | 36.1 | NORMAL
2026-06-04 08:38:17 | WARD_B_TEMP_05 | 39.1 | CRITICAL
2026-06-04 08:38:18 | WARD_B_TEMP_01 | 34.9 | CRITICAL
2026-06-04 08:38:18 | WARD_B_TEMP_02 | 35.4 | CRITICAL
2026-06-04 08:38:18 | WARD_B_TEMP_03 | 37.5 | WARNING
2026-06-04 08:38:18 | WARD_B_TEMP_04 | 38.6 | CRITICAL
2026-06-04 08:38:18 | WARD_B_TEMP_05 | 39.7 | CRITICAL
2026-06-04 08:38:19 | WARD_B_TEMP_01 | 38.4 | CRITICAL
2026-06-04 08:38:19 | WARD_B_TEMP_02 | 36.6 | NORMAL
2026-06-04 08:38:19 | WARD_B_TEMP_03 | 38.1 | CRITICAL
2026-06-04 08:38:19 | WARD_B_TEMP_04 | 35.3 | CRITICAL
2026-06-04 08:38:19 | WARD_B_TEMP_05 | 36.4 | NORMAL
2026-06-04 08:38:20 | WARD_B_TEMP_01 | 34.5 | CRITICAL
2026-06-04 08:38:20 | WARD_B_TEMP_02 | 36.2 | NORMAL
2026-06-04 08:38:20 | WARD_B_TEMP_03 | 37.3 | NORMAL
2026-06-04 08:38:20 | WARD_B_TEMP_04 | 37.3 | NORMAL
2026-06-04 08:38:20 | WARD_B_TEMP_05 | 36.0 | NORMAL
2026-06-04 08:38:21 | WARD_B_TEMP_01 | 40.3 | CRITICAL
2026-06-04 08:38:21 | WARD_B_TEMP_02 | 38.4 | CRITICAL
2026-06-04 08:38:21 | WARD_B_TEMP_03 | 38.6 | CRITICAL
2026-06-04 08:38:21 | WARD_B_TEMP_04 | 37.3 | NORMAL
2026-06-04 08:38:21 | WARD_B_TEMP_05 | 35.9 | NORMAL
2026-06-04 08:38:22 | WARD_B_TEMP_01 | 35.0 | CRITICAL
2026-06-04 08:38:22 | WARD_B_TEMP_02 | 38.4 | CRITICAL
2026-06-04 08:38:22 | WARD_B_TEMP_03 | 36.3 | NORMAL
2026-06-04 08:38:22 | WARD_B_TEMP_04 | 35.7 | NORMAL
2026-06-04 08:38:22 | WARD_B_TEMP_05 | 35.0 | CRITICAL
2026-06-04 08:38:23 | WARD_B_TEMP_01 | 37.8 | WARNING
2026-06-04 08:38:23 | WARD_B_TEMP_02 | 39.1 | CRITICAL
2026-06-04 08:38:23 | WARD_B_TEMP_03 | 39.2 | CRITICAL
2026-06-04 08:38:23 | WARD_B_TEMP_04 | 36.0 | NORMAL
2026-06-04 08:38:23 | WARD_B_TEMP_05 | 40.1 | CRITICAL
2026-06-04 08:38:24 | WARD_B_TEMP_01 | 40.1 | CRITICAL
2026-06-04 08:38:24 | WARD_B_TEMP_02 | 39.6 | CRITICAL
2026-06-04 08:38:24 | WARD_B_TEMP_03 | 38.1 | CRITICAL
2026-06-04 08:38:24 | WARD_B_TEMP_04 | 39.1 | CRITICAL
2026-06-04 08:38:24 | WARD_B_TEMP_05 | 39.4 | CRITICAL
2026-06-04 08:38:25 | WARD_B_TEMP_01 | 36.3 | NORMAL
2026-06-04 08:38:25 | WARD_B_TEMP_02 | 40.0 | CRITICAL
2026-06-04 08:38:25 | WARD_B_TEMP_03 | 34.8 | CRITICAL
2026-06-04 08:38:25 | WARD_B_TEMP_04 | 37.8 | WARNING
2026-06-04 08:38:25 | WARD_B_TEMP_05 | 36.6 | NORMAL
2026-06-04 08:38:26 | WARD_B_TEMP_01 | 39.3 | CRITICAL
2026-06-04 08:38:26 | WARD_B_TEMP_02 | 38.2 | CRITICAL
2026-06-04 08:38:26 | WARD_B_TEMP_03 | 35.4 | CRITICAL
2026-06-04 08:38:26 | WARD_B_TEMP_04 | 39.2 | CRITICAL
2026-06-04 08:38:26 | WARD_B_TEMP_05 | 35.2 | CRITICAL
2026-06-04 08:38:27 | WARD_B_TEMP_01 | 37.1 | NORMAL
2026-06-04 08:38:27 | WARD_B_TEMP_02 | 38.0 | WARNING
2026-06-04 08:38:27 | WARD_B_TEMP_03 | 34.6 | CRITICAL
2026-06-04 08:38:27 | WARD_B_TEMP_04 | 35.9 | NORMAL
2026-06-04 08:38:27 | WARD_B_TEMP_05 | 38.2 | CRITICAL
2026-06-04 08:38:28 | WARD_B_TEMP_01 | 39.4 | CRITICAL
2026-06-04 08:38:28 | WARD_B_TEMP_02 | 36.9 | NORMAL
2026-06-04 08:38:28 | WARD_B_TEMP_03 | 36.7 | NORMAL
2026-06-04 08:38:28 | WARD_B_TEMP_04 | 37.5 | WARNING
2026-06-04 08:38:28 | WARD_B_TEMP_05 | 35.7 | NORMAL
2026-06-04 08:38:29 | WARD_B_TEMP_01 | 37.1 | NORMAL
2026-06-04 08:38:29 | WARD_B_TEMP_02 | 37.6 | WARNING
2026-06-04 08:38:29 | WARD_B_TEMP_03 | 38.3 | CRITICAL
2026-06-04 08:38:29 | WARD_B_TEMP_04 | 40.0 | CRITICAL
2026-06-04 08:38:29 | WARD_B_TEMP_05 | 35.4 | CRITICAL
2026-06-04 08:38:30 | WARD_B_TEMP_01 | 36.5 | NORMAL
2026-06-04 08:38:30 | WARD_B_TEMP_02 | 39.2 | CRITICAL
2026-06-04 08:38:30 | WARD_B_TEMP_03 | 39.9 | CRITICAL
2026-06-04 08:38:30 | WARD_B_TEMP_04 | 40.3 | CRITICAL
2026-06-04 08:38:30 | WARD_B_TEMP_05 | 38.2 | CRITICAL
2026-06-04 08:38:31 | WARD_B_TEMP_01 | 38.5 | CRITICAL
2026-06-04 08:38:31 | WARD_B_TEMP_02 | 36.9 | NORMAL
2026-06-04 08:38:31 | WARD_B_TEMP_03 | 36.6 | NORMAL
2026-06-04 08:38:31 | WARD_B_TEMP_04 | 38.8 | CRITICAL
2026-06-04 08:38:31 | WARD_B_TEMP_05 | 38.7 | CRITICAL
2026-06-04 08:38:32 | WARD_B_TEMP_01 | 39.1 | CRITICAL
2026-06-04 08:38:32 | WARD_B_TEMP_02 | 36.8 | NORMAL
2026-06-04 08:38:32 | WARD_B_TEMP_03 | 37.4 | NORMAL
2026-06-04 08:38:32 | WARD_B_TEMP_04 | 36.0 | NORMAL
2026-06-04 08:38:32 | WARD_B_TEMP_05 | 37.5 | WARNING
2026-06-04 08:38:33 | WARD_B_TEMP_01 | 37.2 | NORMAL
2026-06-04 08:38:33 | WARD_B_TEMP_02 | 39.5 | CRITICAL
2026-06-04 08:38:33 | WARD_B_TEMP_03 | 35.1 | CRITICAL
2026-06-04 08:38:33 | WARD_B_TEMP_04 | 38.6 | CRITICAL
2026-06-04 08:38:33 | WARD_B_TEMP_05 | 40.0 | CRITICAL
2026-06-04 08:38:34 | WARD_B_TEMP_01 | 37.2 | NORMAL
2026-06-04 08:38:34 | WARD_B_TEMP_02 | 37.9 | WARNING
2026-06-04 08:38:34 | WARD_B_TEMP_03 | 38.0 | WARNING
2026-06-04 08:38:34 | WARD_B_TEMP_04 | 36.4 | NORMAL
2026-06-04 08:38:34 | WARD_B_TEMP_05 | 36.4 | NORMAL
2026-06-04 08:38:35 | WARD_B_TEMP_01 | 38.8 | CRITICAL
2026-06-04 08:38:35 | WARD_B_TEMP_02 | 36.6 | NORMAL
2026-06-04 08:38:35 | WARD_B_TEMP_03 | 38.2 | CRITICAL
2026-06-04 08:38:35 | WARD_B_TEMP_04 | 39.1 | CRITICAL
2026-06-04 08:38:35 | WARD_B_TEMP_05 | 39.1 | CRITICAL
2026-06-04 08:38:36 | WARD_B_TEMP_01 | 37.9 | WARNING
2026-06-04 08:38:36 | WARD_B_TEMP_02 | 34.9 | CRITICAL
2026-06-04 08:38:36 | WARD_B_TEMP_03 | 36.1 | NORMAL
2026-06-04 08:38:36 | WARD_B_TEMP_04 | 35.8 | NORMAL
2026-06-04 08:38:36 | WARD_B_TEMP_05 | 39.5 | CRITICAL
2026-06-04 08:38:37 | WARD_B_TEMP_01 | 34.9 | CRITICAL
2026-06-04 08:38:37 | WARD_B_TEMP_02 | 36.5 | NORMAL
2026-06-04 08:38:37 | WARD_B_TEMP_03 | 38.7 | CRITICAL
2026-06-04 08:38:37 | WARD_B_TEMP_04 | 38.9 | CRITICAL
2026-06-04 08:38:37 | WARD_B_TEMP_05 | 39.8 | CRITICAL
2026-06-04 08:38:38 | WARD_B_TEMP_01 | 40.5 | CRITICAL
2026-06-04 08:38:38 | WARD_B_TEMP_02 | 40.2 | CRITICAL
2026-06-04 08:38:38 | WARD_B_TEMP_03 | 39.3 | CRITICAL
2026-06-04 08:38:38 | WARD_B_TEMP_04 | 35.0 | CRITICAL
2026-06-04 08:38:38 | WARD_B_TEMP_05 | 34.9 | CRITICAL
2026-06-04 08:38:39 | WARD_B_TEMP_01 | 36.5 | NORMAL
2026-06-04 08:38:39 | WARD_B_TEMP_02 | 35.4 | CRITICAL
2026-06-04 08:38:39 | WARD_B_TEMP_03 | 36.8 | NORMAL
2026-06-04 08:38:39 | WARD_B_TEMP_04 | 38.9 | CRITICAL
2026-06-04 08:38:39 | WARD_B_TEMP_05 | 36.3 | NORMAL
2026-06-04 08:38:40 | WARD_B_TEMP_01 | 36.4 | NORMAL
2026-06-04 08:38:40 | WARD_B_TEMP_02 | 39.6 | CRITICAL
2026-06-04 08:38:40 | WARD_B_TEMP_03 | 39.6 | CRITICAL
2026-06-04 08:38:40 | WARD_B_TEMP_04 | 35.8 | NORMAL
2026-06-04 08:38:40 | WARD_B_TEMP_05 | 38.5 | CRITICAL
2026-06-04 08:38:41 | WARD_B_TEMP_01 | 38.6 | CRITICAL
2026-06-04 08:38:41 | WARD_B_TEMP_02 | 37.8 | WARNING
2026-06-04 08:38:41 | WARD_B_TEMP_03 | 37.3 | NORMAL
2026-06-04 08:38:41 | WARD_B_TEMP_04 | 36.1 | NORMAL
2026-06-04 08:38:41 | WARD_B_TEMP_05 | 35.8 | NORMAL
2026-06-04 08:38:42 | WARD_B_TEMP_01 | 35.3 | CRITICAL
2026-06-04 08:38:42 | WARD_B_TEMP_02 | 37.1 | NORMAL
2026-06-04 08:38:42 | WARD_B_TEMP_03 | 36.5 | NORMAL
2026-06-04 08:38:42 | WARD_B_TEMP_04 | 37.3 | NORMAL
2026-06-04 08:38:42 | WARD_B_TEMP_05 | 39.4 | CRITICAL
2026-06-04 08:38:43 | WARD_B_TEMP_01 | 35.5 | NORMAL
2026-06-04 08:38:43 | WARD_B_TEMP_02 | 38.3 | CRITICAL
2026-06-04 08:38:43 | WARD_B_TEMP_03 | 37.1 | NORMAL
2026-06-04 08:38:43 | WARD_B_TEMP_04 | 35.1 | CRITICAL
2026-06-04 08:38:43 | WARD_B_TEMP_05 | 37.4 | NORMAL
2026-06-04 08:38:44 | WARD_B_TEMP_01 | 36.4 | NORMAL
2026-06-04 08:38:44 | WARD_B_TEMP_02 | 40.3 | CRITICAL
2026-06-04 08:38:44 | WARD_B_TEMP_03 | 40.0 | CRITICAL
2026-06-04 08:38:44 | WARD_B_TEMP_04 | 40.2 | CRITICAL
2026-06-04 08:38:44 | WARD_B_TEMP_05 | 37.8 | WARNING
2026-06-04 08:38:45 | WARD_B_TEMP_01 | 36.8 | NORMAL
2026-06-04 08:38:45 | WARD_B_TEMP_02 | 39.2 | CRITICAL
2026-06-04 08:38:45 | WARD_B_TEMP_03 | 35.5 | NORMAL
2026-06-04 08:38:45 | WARD_B_TEMP_04 | 38.0 | WARNING
2026-06-04 08:38:45 | WARD_B_TEMP_05 | 36.8 | NORMAL
2026-06-04 08:38:46 | WARD_B_TEMP_01 | 39.6 | CRITICAL
2026-06-04 08:38:46 | WARD_B_TEMP_02 | 37.5 | WARNING
2026-06-04 08:38:46 | WARD_B_TEMP_03 | 38.7 | CRITICAL
2026-06-04 08:38:46 | WARD_B_TEMP_04 | 38.7 | CRITICAL
2026-06-04 08:38:46 | WARD_B_TEMP_05 | 37.4 | NORMAL
2026-06-04 08:38:47 | WARD_B_TEMP_01 | 36.8 | NORMAL
2026-06-04 08:38:47 | WARD_B_TEMP_02 | 37.4 | NORMAL
2026-06-04 08:38:47 | WARD_B_TEMP_03 | 34.5 | CRITICAL
2026-06-04 08:38:47 | WARD_B_TEMP_04 | 37.9 | WARNING
2026-06-04 08:38:47 | WARD_B_TEMP_05 | 39.5 | CRITICAL
2026-06-04 08:38:48 | WARD_B_TEMP_01 | 38.1 | CRITICAL
2026-06-04 08:38:48 | WARD_B_TEMP_02 | 39.6 | CRITICAL
2026-06-04 08:38:48 | WARD_B_TEMP_03 | 36.0 | NORMAL
2026-06-04 08:38:48 | WARD_B_TEMP_04 | 40.2 | CRITICAL
2026-06-04 08:38:48 | WARD_B_TEMP_05 | 38.8 | CRITICAL
2026-06-04 08:38:49 | WARD_B_TEMP_01 | 38.7 | CRITICAL
2026-06-04 08:38:49 | WARD_B_TEMP_02 | 38.6 | CRITICAL
2026-06-04 08:38:49 | WARD_B_TEMP_03 | 38.1 | CRITICAL
2026-06-04 08:38:49 | WARD_B_TEMP_04 | 37.1 | NORMAL
2026-06-04 08:38:49 | WARD_B_TEMP_05 | 36.2 | NORMAL
2026-06-04 08:38:50 | WARD_B_TEMP_01 | 35.3 | CRITICAL
2026-06-04 08:38:50 | WARD_B_TEMP_02 | 36.9 | NORMAL
2026-06-04 08:38:50 | WARD_B_TEMP_03 | 35.9 | NORMAL
2026-06-04 08:38:50 | WARD_B_TEMP_04 | 37.7 | WARNING
2026-06-04 08:38:50 | WARD_B_TEMP_05 | 39.3 | CRITICAL
2026-06-04 08:38:51 | WARD_B_TEMP_01 | 38.0 | WARNING
2026-06-04 08:38:51 | WARD_B_TEMP_02 | 38.9 | CRITICAL
2026-06-04 08:38:51 | WARD_B_TEMP_03 | 35.3 | CRITICAL
2026-06-04 08:38:51 | WARD_B_TEMP_04 | 35.8 | NORMAL
2026-06-04 08:38:51 | WARD_B_TEMP_05 | 38.7 | CRITICAL
2026-06-04 08:38:52 | WARD_B_TEMP_01 | 37.2 | NORMAL
2026-06-04 08:38:52 | WARD_B_TEMP_02 | 39.6 | CRITICAL
2026-06-04 08:38:52 | WARD_B_TEMP_03 | 37.0 | NORMAL
2026-06-04 08:38:52 | WARD_B_TEMP_04 | 36.1 | NORMAL
2026-06-04 08:38:52 | WARD_B_TEMP_05 | 39.2 | CRITICAL
2026-06-04 08:38:53 | WARD_B_TEMP_01 | 34.9 | CRITICAL
2026-06-04 08:38:53 | WARD_B_TEMP_02 | 35.3 | CRITICAL
2026-06-04 08:38:53 | WARD_B_TEMP_03 | 35.7 | NORMAL
2026-06-04 08:38:53 | WARD_B_TEMP_04 | 37.9 | WARNING
2026-06-04 08:38:53 | WARD_B_TEMP_05 | 38.4 | CRITICAL
2026-06-04 08:38:54 | WARD_B_TEMP_01 | 38.6 | CRITICAL
2026-06-04 08:38:54 | WARD_B_TEMP_02 | 35.5 | NORMAL
2026-06-04 08:38:54 | WARD_B_TEMP_03 | 35.2 | CRITICAL
2026-06-04 08:38:54 | WARD_B_TEMP_04 | 39.2 | CRITICAL
2026-06-04 08:38:54 | WARD_B_TEMP_05 | 37.4 | NORMAL
2026-06-04 08:38:55 | WARD_B_TEMP_01 | 38.5 | CRITICAL
2026-06-04 08:38:55 | WARD_B_TEMP_02 | 39.2 | CRITICAL
2026-06-04 08:38:55 | WARD_B_TEMP_03 | 35.5 | NORMAL
2026-06-04 08:38:55 | WARD_B_TEMP_04 | 36.3 | NORMAL
2026-06-04 08:38:55 | WARD_B_TEMP_05 | 40.2 | CRITICAL
2026-06-04 08:38:56 | WARD_B_TEMP_01 | 37.7 | WARNING
2026-06-04 08:38:56 | WARD_B_TEMP_02 | 38.8 | CRITICAL
2026-06-04 08:38:56 | WARD_B_TEMP_03 | 35.2 | CRITICAL
2026-06-04 08:38:56 | WARD_B_TEMP_04 | 39.9 | CRITICAL
2026-06-04 08:38:56 | WARD_B_TEMP_05 | 36.9 | NORMAL
2026-06-04 08:38:57 | WARD_B_TEMP_01 | 36.0 | NORMAL
2026-06-04 08:38:57 | WARD_B_TEMP_02 | 38.6 | CRITICAL
2026-06-04 08:38:57 | WARD_B_TEMP_03 | 37.9 | WARNING
2026-06-04 08:38:57 | WARD_B_TEMP_04 | 37.9 | WARNING
2026-06-04 08:38:57 | WARD_B_TEMP_05 | 37.8 | WARNING
2026-06-04 08:38:58 | WARD_B_TEMP_01 | 38.7 | CRITICAL
2026-06-04 08:38:58 | WARD_B_TEMP_02 | 35.3 | CRITICAL
2026-06-04 08:38:58 | WARD_B_TEMP_03 | 35.3 | CRITICAL
2026-06-04 08:38:58 | WARD_B_TEMP_04 | 38.5 | CRITICAL
2026-06-04 08:38:58 | WARD_B_TEMP_05 | 39.7 | CRITICAL
2026-06-04 08:38:59 | WARD_B_TEMP_01 | 36.3 | NORMAL
2026-06-04 08:38:59 | WARD_B_TEMP_02 | 38.5 | CRITICAL
2026-06-04 08:38:59 | WARD_B_TEMP_03 | 39.6 | CRITICAL
2026-06-04 08:38:59 | WARD_B_TEMP_04 | 39.1 | CRITICAL
2026-06-04 08:38:59 | WARD_B_TEMP_05 | 39.4 | CRITICAL
2026-06-04 08:39:00 | WARD_B_TEMP_01 | 35.1 | CRITICAL
2026-06-04 08:39:00 | WARD_B_TEMP_02 | 37.7 | WARNING
2026-06-04 08:39:00 | WARD_B_TEMP_03 | 36.7 | NORMAL
2026-06-04 08:39:00 | WARD_B_TEMP_04 | 39.4 | CRITICAL
2026-06-04 08:39:00 | WARD_B_TEMP_05 | 37.5 | WARNING
2026-06-04 08:39:01 | WARD_B_TEMP_01 | 35.5 | NORMAL
2026-06-04 08:39:01 | WARD_B_TEMP_02 | 40.0 | CRITICAL
2026-06-04 08:39:01 | WARD_B_TEMP_03 | 36.8 | NORMAL
2026-06-04 08:39:01 | WARD_B_TEMP_04 | 37.8 | WARNING
2026-06-04 08:39:01 | WARD_B_TEMP_05 | 35.7 | NORMAL
2026-06-04 08:39:02 | WARD_B_TEMP_01 | 38.2 | CRITICAL
2026-06-04 08:39:02 | WARD_B_TEMP_02 | 36.8 | NORMAL
2026-06-04 08:39:02 | WARD_B_TEMP_03 | 37.7 | WARNING
2026-06-04 08:39:02 | WARD_B_TEMP_04 | 34.9 | CRITICAL
2026-06-04 08:39:02 | WARD_B_TEMP_05 | 37.5 | WARNING
2026-06-04 08:39:03 | WARD_B_TEMP_01 | 39.0 | CRITICAL
2026-06-04 08:39:03 | WARD_B_TEMP_02 | 37.3 | NORMAL
2026-06-04 08:39:03 | WARD_B_TEMP_03 | 36.3 | NORMAL
2026-06-04 08:39:03 | WARD_B_TEMP_04 | 35.9 | NORMAL
2026-06-04 08:39:03 | WARD_B_TEMP_05 | 39.5 | CRITICAL
2026-06-04 08:39:04 | WARD_B_TEMP_01 | 35.5 | NORMAL
2026-06-04 08:39:04 | WARD_B_TEMP_02 | 34.8 | CRITICAL
2026-06-04 08:39:04 | WARD_B_TEMP_03 | 40.3 | CRITICAL
2026-06-04 08:39:04 | WARD_B_TEMP_04 | 39.9 | CRITICAL
2026-06-04 08:39:04 | WARD_B_TEMP_05 | 38.2 | CRITICAL
2026-06-04 08:39:05 | WARD_B_TEMP_01 | 37.4 | NORMAL
2026-06-04 08:39:05 | WARD_B_TEMP_02 | 36.6 | NORMAL
2026-06-04 08:39:05 | WARD_B_TEMP_03 | 38.3 | CRITICAL
2026-06-04 08:39:05 | WARD_B_TEMP_04 | 34.6 | CRITICAL
2026-06-04 08:39:05 | WARD_B_TEMP_05 | 40.4 | CRITICAL
2026-06-04 08:39:06 | WARD_B_TEMP_01 | 35.9 | NORMAL
2026-06-04 08:39:06 | WARD_B_TEMP_02 | 37.6 | WARNING
2026-06-04 08:39:06 | WARD_B_TEMP_03 | 36.4 | NORMAL
2026-06-04 08:39:06 | WARD_B_TEMP_04 | 40.5 | CRITICAL
2026-06-04 08:39:06 | WARD_B_TEMP_05 | 36.8 | NORMAL
2026-06-04 08:39:07 | WARD_B_TEMP_01 | 38.7 | CRITICAL
2026-06-04 08:39:07 | WARD_B_TEMP_02 | 39.0 | CRITICAL
2026-06-04 08:39:07 | WARD_B_TEMP_03 | 39.0 | CRITICAL
2026-06-04 08:39:07 | WARD_B_TEMP_04 | 37.3 | NORMAL
2026-06-04 08:39:07 | WARD_B_TEMP_05 | 37.0 | NORMAL
2026-06-04 08:39:08 | WARD_B_TEMP_01 | 36.3 | NORMAL
2026-06-04 08:39:08 | WARD_B_TEMP_02 | 38.3 | CRITICAL
2026-06-04 08:39:08 | WARD_B_TEMP_03 | 38.5 | CRITICAL
2026-06-04 08:39:08 | WARD_B_TEMP_04 | 40.0 | CRITICAL
2026-06-04 08:39:08 | WARD_B_TEMP_05 | 39.0 | CRITICAL
2026-06-04 08:39:09 | WARD_B_TEMP_01 | 39.6 | CRITICAL
2026-06-04 08:39:09 | WARD_B_TEMP_02 | 38.0 | WARNING
2026-06-04 08:39:09 | WARD_B_TEMP_03 | 40.1 | CRITICAL
2026-06-04 08:39:09 | WARD_B_TEMP_04 | 37.9 | WARNING
2026-06-04 08:39:09 | WARD_B_TEMP_05 | 38.6 | CRITICAL
2026-06-04 08:39:10 | WARD_B_TEMP_01 | 35.3 | CRITICAL
2026-06-04 08:39:10 | WARD_B_TEMP_02 | 40.1 | CRITICAL
2026-06-04 08:39:10 | WARD_B_TEMP_03 | 37.9 | WARNING
2026-06-04 08:39:10 | WARD_B_TEMP_04 | 37.9 | WARNING
2026-06-04 08:39:10 | WARD_B_TEMP_05 | 35.5 | NORMAL
2026-06-04 08:39:11 | WARD_B_TEMP_01 | 39.5 | CRITICAL
2026-06-04 08:39:11 | WARD_B_TEMP_02 | 34.6 | CRITICAL
2026-06-04 08:39:11 | WARD_B_TEMP_03 | 35.1 | CRITICAL
2026-06-04 08:39:11 | WARD_B_TEMP_04 | 37.6 | WARNING
2026-06-04 08:39:11 | WARD_B_TEMP_05 | 35.9 | NORMAL
2026-06-04 08:39:12 | WARD_B_TEMP_01 | 38.5 | CRITICAL
2026-06-04 08:39:12 | WARD_B_TEMP_02 | 35.3 | CRITICAL
2026-06-04 08:39:12 | WARD_B_TEMP_03 | 37.5 | WARNING
2026-06-04 08:39:12 | WARD_B_TEMP_04 | 36.8 | NORMAL
2026-06-04 08:39:12 | WARD_B_TEMP_05 | 37.1 | NORMAL
2026-06-04 08:39:13 | WARD_B_TEMP_01 | 36.8 | NORMAL
2026-06-04 08:39:13 | WARD_B_TEMP_02 | 40.2 | CRITICAL
2026-06-04 08:39:13 | WARD_B_TEMP_03 | 35.4 | CRITICAL
2026-06-04 08:39:13 | WARD_B_TEMP_04 | 39.6 | CRITICAL
2026-06-04 08:39:13 | WARD_B_TEMP_05 | 40.5 | CRITICAL
2026-06-04 08:39:14 | WARD_B_TEMP_01 | 39.1 | CRITICAL
2026-06-04 08:39:14 | WARD_B_TEMP_02 | 38.8 | CRITICAL
2026-06-04 08:39:14 | WARD_B_TEMP_03 | 40.2 | CRITICAL
2026-06-04 08:39:14 | WARD_B_TEMP_04 | 34.6 | CRITICAL
2026-06-04 08:39:14 | WARD_B_TEMP_05 | 40.0 | CRITICAL
2026-06-04 08:39:15 | WARD_B_TEMP_01 | 34.9 | CRITICAL
2026-06-04 08:39:15 | WARD_B_TEMP_02 | 37.3 | NORMAL
2026-06-04 08:39:15 | WARD_B_TEMP_03 | 34.8 | CRITICAL
2026-06-04 08:39:15 | WARD_B_TEMP_04 | 38.7 | CRITICAL
2026-06-04 08:39:15 | WARD_B_TEMP_05 | 36.3 | NORMAL
2026-06-04 08:39:16 | WARD_B_TEMP_01 | 34.6 | CRITICAL
2026-06-04 08:39:16 | WARD_B_TEMP_02 | 38.4 | CRITICAL
